timestamp,lat,long,height
2023-02-14 13:47:48.648394,60.383105,5.309632,21.0
2023-02-14 13:49:48.648394,60.37705322300972,5.301164307786521,42.1
2023-02-14 13:51:48.648394,60.381261809436104,5.308821114857842,78.2
2023-02-14 13:53:48.648394,60.38291992743008,5.307955034885212,78.2
2023-02-14 13:55:48.648394,60.379101446739774,5.3101126746095595,81.2
2023-02-14 13:57:48.648394,60.38607212448588,5.301641088342375,65.0
2023-02-14 13:59:48.648394,60.38933630217438,5.311109405669289,35.4
2023-02-14 14:01:48.648394,60.388866664580405,5.316520677274461,57.4
2023-02-14 14:03:48.648394,60.38762061160492,5.315365532802649,65.8
2023-02-14 14:05:48.648394,60.38963689720358,5.320860940971316,22.799999999999997
2023-02-14 14:07:48.648394,60.380884491186656,5.3302557604303,13.499999999999996
2023-02-14 14:09:48.648394,60.37922481364275,5.339064450349511,70.7
2023-02-14 14:11:48.648394,60.37910432026491,5.343160859635177,106.7
2023-02-14 14:13:48.648394,60.37395192312937,5.351526363103501,98.3
2023-02-14 14:15:48.648394,60.373810525290544,5.35825722292076,119.69999999999999
2023-02-14 14:17:48.648394,60.38239961172213,5.351005708966152,86.6
2023-02-14 14:19:48.648394,60.386608790126296,5.350465049247932,73.0
2023-02-14 14:21:48.648394,60.38893261501282,5.343748283875743,102.9
2023-02-14 14:23:48.648394,60.384011256655434,5.349826344560951,90.0
2023-02-14 14:25:48.648394,60.381226930364825,5.349138399678514,111.4
2023-02-14 14:27:48.648394,60.37684384104823,5.344870470383292,83.30000000000001
2023-02-14 14:29:48.648394,60.38515794246784,5.339756931522416,75.00000000000001
2023-02-14 14:31:48.648394,60.378777892909106,5.334220570627812,99.30000000000001
2023-02-14 14:33:48.648394,60.382557944347305,5.332520394872532,97.80000000000001
2023-02-14 14:35:48.648394,60.38888822913373,5.335523226543235,134.3
2023-02-14 14:37:48.648394,60.39731383790383,5.340057956223589,78.30000000000001
2023-02-14 14:39:48.648394,60.39923064819208,5.348345569183008,57.40000000000001
2023-02-14 14:41:48.648394,60.39215091288756,5.347178913357149,17.400000000000013
2023-02-14 14:43:48.648394,60.38653771681773,5.354527803079623,58.30000000000001
2023-02-14 14:45:48.648394,60.39195248181706,5.345144133307759,101.10000000000001
2023-02-14 14:47:48.648394,60.39163929256364,5.338053703907631,40.50000000000001
2023-02-14 14:49:48.648394,60.38477206686204,5.33300645282784,-3.0999999999999943
2023-02-14 14:51:48.648394,60.38616101660016,5.325325608229537,55.900000000000006
2023-02-14 14:53:48.648394,60.3817916592029,5.333096239118177,71.5
2023-02-14 14:55:48.648394,60.373108842921155,5.324045569707977,67.1
2023-02-14 14:57:48.648394,60.36419961740468,5.314852223192915,40.3
2023-02-14 14:59:48.648394,60.36380355639039,5.31813479331108,19.9
2023-02-14 15:01:48.648394,60.35893182818704,5.32081252035347,90.4
2023-02-14 15:03:48.648394,60.3570780503941,5.329004054384056,75.0
2023-02-14 15:05:48.648394,60.35346811023624,5.338402080932207,34.2
